Season,Name,Team,PA,HR,RBI,AVG,SLG,NameASCII,PlayerId,MLBAMID
2019,"Kris Bryant","CHC",634,31,77,0.281767955,0.521178637,"Kris Bryant",15429,592178
2022,"Joc Pederson","SFG",433,23,70,0.27368421,0.521052631,"Joc Pederson",11899,592626
2019,"Josh Donaldson","ATL",659,37,94,0.258652094,0.520947176,"Josh Donaldson",5038,518626
2019,"Ramón Laureano","OAK",481,24,67,0.288018433,0.520737327,"Ramon Laureano",17128,657656
2017,"Mike Moustakas","KCR",598,38,85,0.272072072,0.52072072,"Mike Moustakas",4892,519058
2022,"Rafael Devers","BOS",614,27,88,0.295495495,0.52072072,"Rafael Devers",17350,646240
2017,"Tommy Pham","STL",530,23,73,0.306306306,0.52027027,"Tommy Pham",2967,502054
2021,"Yasmani Grandal","CHW",375,23,62,0.240143369,0.519713261,"Yasmani Grandal",11368,518735
2019,"Anthony Rizzo","CHC",613,27,94,0.29296875,0.51953125,"Anthony Rizzo",3473,519203
2015,"Chris Colabello","TOR",360,15,54,0.321321321,0.519519519,"Chris Colabello",13051,499624
2023,"Juan Soto","SDP",708,35,109,0.274647887,0.519366197,"Juan Soto",20123,665742
2020,"Trevor Story","COL",259,11,28,0.289361702,0.519148936,"Trevor Story",12564,596115
2019,"Max Kepler","MIN",596,36,90,0.251908396,0.519083969,"Max Kepler",12144,596146
2021,"Darin Ruf","SFG",312,16,43,0.270992366,0.519083969,"Darin Ruf",9929,573131
2018,"Francisco Lindor","CLE",745,38,92,0.276853252,0.518910741,"Francisco Lindor",12916,596019
2015,"Danny Valencia","- - -",378,18,66,0.289855072,0.518840579,"Danny Valencia",6364,502143
2022,"Shohei Ohtani","LAA",666,34,95,0.273037542,0.518771331,"Shohei Ohtani",19755,660271
2021,"Pete Alonso","NYM",637,37,94,0.262032085,0.518716577,"Pete Alonso",19251,624413
2019,"Francisco Lindor","CLE",654,32,74,0.284280936,0.518394648,"Francisco Lindor",12916,596019
2017,"José Martínez","STL",307,14,46,0.308823529,0.518382352,"Jose Martinez",7996,500874
2023,"Jake Burger","- - -",540,34,80,0.25,0.518292682,"Jake Burger",22275,669394
2019,"DJ LeMahieu","NYY",655,26,102,0.327242524,0.518272425,"DJ LeMahieu",9874,518934
2021,"Cedric Mullins","BAL",675,30,59,0.290697674,0.518272425,"Cedric Mullins",17929,656775
2017,"Eric Thames","MIL",551,31,63,0.247334754,0.518123667,"Eric Thames",3711,519346
2018,"Justin Turner","LAD",426,14,52,0.312328767,0.517808219,"Justin Turner",5235,457759
2021,"Patrick Wisdom","CHC",375,28,61,0.23076923,0.517751479,"Patrick Wisdom",13602,621550
2022,"Pete Alonso","NYM",685,40,131,0.271356783,0.517587939,"Pete Alonso",19251,624413
2019,"Ronald Acuña Jr.","ATL",715,41,101,0.279552715,0.517571884,"Ronald Acuna Jr.",18401,660670
2021,"J.D. Martinez","BOS",634,28,99,0.285964912,0.517543859,"J.D. Martinez",6184,502110
2019,"Mike Yastrzemski","SFG",411,21,55,0.272237196,0.517520215,"Mike Yastrzemski",14854,573262
2023,"Kyle Tucker","HOU",674,29,112,0.283972125,0.517421602,"Kyle Tucker",18345,663656
2019,"Mark Canha","OAK",497,26,58,0.273170731,0.51707317,"Mark Canha",11445,592192
2018,"Juan Soto","WSN",494,22,70,0.292270531,0.516908212,"Juan Soto",20123,665742
2021,"Mitch Garver","MIN",243,13,34,0.256038647,0.516908212,"Mitch Garver",15161,641598
2022,"Danny Jansen","TOR",248,15,44,0.260465116,0.516279069,"Danny Jansen",16535,643376
2019,"Mike Moustakas","MIL",584,35,87,0.254302103,0.51625239,"Mike Moustakas",4892,519058
2017,"Aaron Altherr","PHI",412,19,65,0.271505376,0.516129032,"Aaron Altherr",11270,571437
2018,"David Peralta","ARI",614,30,87,0.292857142,0.516071428,"David Peralta",2136,444482
2023,"Austin Riley","ATL",715,37,97,0.28144654,0.51572327,"Austin Riley",18360,663586
2021,"Giancarlo Stanton","NYY",579,35,97,0.272549019,0.515686274,"Giancarlo Stanton",4949,519317
2017,"Logan Morrison","TBR",601,38,85,0.24609375,0.515625,"Logan Morrison",9205,489149
2019,"Max Muncy","LAD",589,35,98,0.250513347,0.51540041,"Max Muncy",13301,571970
2020,"Wilmer Flores","SFG",213,12,32,0.267676767,0.515151515,"Wilmer Flores",5827,527038
2020,"Michael Conforto","NYM",233,9,31,0.321782178,0.514851485,"Michael Conforto",16376,624424
2019,"Carlos Santana","CLE",686,34,93,0.280977312,0.514834205,"Carlos Santana",2396,467793
2022,"Michael Harris II","ATL",441,19,64,0.297101449,0.514492753,"Michael Harris II",25931,671739
2022,"José Ramírez","CLE",685,29,126,0.279534109,0.514143094,"Jose Ramirez",13510,608070
2021,"Paul Goldschmidt","STL",679,31,99,0.293532338,0.514096185,"Paul Goldschmidt",9218,502671
2016,"Tyler Naquin","CLE",365,14,43,0.295950155,0.514018691,"Tyler Naquin",13359,571980
2017,"Ian Happ","CHC",413,24,68,0.252747252,0.513736263,"Ian Happ",17919,664023
2019,"Brandon Lowe","TBR",327,17,51,0.27027027,0.513513513,"Brandon Lowe",18882,664040
2022,"Bryce Harper","PHI",426,18,65,0.286486486,0.513513513,"Bryce Harper",11579,547180
2023,"Ozzie Albies","ATL",660,33,109,0.280201342,0.513422818,"Ozzie Albies",16556,645277
2017,"Adam Lind","WSN",301,14,59,0.303370786,0.513108614,"Adam Lind",8027,452252
2017,"Travis Shaw","MIL",606,31,101,0.2732342,0.513011152,"Travis Shaw",11982,543768
2019,"Byron Buxton","MIN",295,10,46,0.261992619,0.512915129,"Byron Buxton",14161,621439
2019,"Eloy Jiménez","CHW",504,31,79,0.267094017,0.512820512,"Eloy Jimenez",17484,650391
2016,"Carlos Beltrán","- - -",593,29,93,0.295289855,0.512681159,"Carlos Beltran",589,136860
2016,"Jung Ho Kang","PIT",370,21,62,0.254716981,0.512578616,"Jung Ho Kang",17182,628356
2019,"Franmil Reyes","- - -",548,37,81,0.248987854,0.512145748,"Franmil Reyes",14566,614177
2016,"Corey Seager","LAD",687,26,72,0.307814992,0.511961722,"Corey Seager",13624,608369
2020,"Kyle Tucker","HOU",228,9,42,0.267942583,0.511961722,"Kyle Tucker",18345,663656
2015,"Anthony Rizzo","CHC",701,31,101,0.278156996,0.511945392,"Anthony Rizzo",3473,519203
2023,"Jorge Soler","MIA",580,36,75,0.25,0.511904761,"Jorge Soler",14221,624585
2015,"Carlos Correa","HOU",432,22,68,0.279069767,0.511627906,"Carlos Correa",14162,621043
2018,"Steve Pearce","- - -",251,11,42,0.28372093,0.511627906,"Steve Pearce",9957,456665
2022,"Freddie Freeman","LAD",708,21,100,0.325163398,0.511437908,"Freddie Freeman",5361,518692
2017,"Chris Iannetta","ARI",316,17,43,0.25367647,0.511029411,"Chris Iannetta",8267,455104
2019,"Eduardo Escobar","ARI",699,35,118,0.268867924,0.511006289,"Eduardo Escobar",6153,500871
2016,"Sean Rodríguez","PIT",342,18,56,0.27,0.51,"Sean Rodriguez",6589,446481
2016,"Aledmys Díaz","STL",460,17,65,0.29950495,0.50990099,"Aledmys Diaz",15937,649557
2019,"Bryce Harper","PHI",682,35,114,0.260034904,0.509598603,"Bryce Harper",11579,547180
2021,"Jared Walsh","LAA",585,29,98,0.27735849,0.509433962,"Jared Walsh",18607,665120
2019,"Justin Turner","LAD",549,27,67,0.290187891,0.509394572,"Justin Turner",5235,457759
2017,"Mike Zunino","SEA",435,25,64,0.250645994,0.509043927,"Mike Zunino",13265,572287
2018,"Giancarlo Stanton","NYY",705,38,100,0.265802269,0.5089141,"Giancarlo Stanton",4949,519317
2022,"Julio Rodríguez","SEA",560,28,75,0.283757338,0.508806262,"Julio Rodriguez",23697,677594
2018,"Nelson Cruz","SEA",591,37,97,0.256262042,0.50867052,"Nelson Cruz",2434,443558
2023,"Wilmer Flores","SFG",454,23,60,0.283950617,0.508641975,"Wilmer Flores",5827,527038
2016,"Jake Lamb","ARI",594,29,91,0.248565965,0.508604206,"Jake Lamb",13329,571875
2018,"Matt Chapman","OAK",616,24,68,0.277879341,0.508226691,"Matt Chapman",16505,656305
2017,"Jay Bruce","- - -",617,36,101,0.254054054,0.508108108,"Jay Bruce",9892,457803
2023,"Adolis García","TEX",632,39,107,0.245045045,0.508108108,"Adolis Garcia",19287,666969
2019,"Tim Anderson","CHW",518,18,56,0.335341365,0.508032128,"Tim Anderson",15172,641313
2016,"Evan Gattis","HOU",499,32,72,0.250559284,0.507829977,"Evan Gattis",11003,594828
2023,"Christopher Morel","CHC",429,26,70,0.24742268,0.507731958,"Christopher Morel",21897,666624
2016,"Yasmany Tomás","ARI",563,31,83,0.271698113,0.507547169,"Yasmany Tomas",17171,630111
2017,"Eddie Rosario","MIN",589,27,78,0.289667896,0.507380073,"Eddie Rosario",12155,592696
2019,"Pablo Sandoval","SFG",296,14,41,0.268382352,0.507352941,"Pablo Sandoval",5409,467055
2017,"Miguel Sanó","MIN",483,28,77,0.264150943,0.507075471,"Miguel Sano",12164,593934
2023,"Matt Wallner","MIN",254,14,41,0.248826291,0.507042253,"Matt Wallner",26466,670242
2017,"Anthony Rizzo","CHC",691,32,109,0.272727272,0.506993006,"Anthony Rizzo",3473,519203
2022,"Trayce Thompson","- - -",255,13,41,0.255707762,0.506849315,"Trayce Thompson",9952,572204
2023,"Matt McLain","CIN",403,16,50,0.290410958,0.506849315,"Matt McLain",29695,680574
2019,"Mitch Moreland","BOS",335,19,58,0.251677852,0.506711409,"Mitch Moreland",3086,519048
2016,"Jay Bruce","- - -",589,33,99,0.250463821,0.506493506,"Jay Bruce",9892,457803
2023,"Corbin Carroll","ARI",645,25,76,0.284955752,0.50619469,"Corbin Carroll",25878,682998
2019,"Matt Chapman","OAK",670,36,91,0.24871355,0.50600343,"Matt Chapman",16505,656305
2022,"William Contreras","ATL",376,20,45,0.278443113,0.505988023,"William Contreras",20503,661388
2017,"Avisaíl García","CHW",561,18,80,0.33011583,0.505791505,"Avisail Garcia",5760,541645
2017,"Robinson Chirinos","TEX",309,17,38,0.254752851,0.505703422,"Robinson Chirinos",3142,455139
2019,"Ryan Braun","MIL",508,22,75,0.28540305,0.505446623,"Ryan Braun",3410,460075
2017,"Jesús Aguilar","MIL",311,16,52,0.265232974,0.505376344,"Jesus Aguilar",11342,542583
2017,"Francisco Lindor","CLE",723,33,89,0.273425499,0.505376344,"Francisco Lindor",12916,596019
2016,"Matt Carpenter","STL",566,21,68,0.270613107,0.505285412,"Matt Carpenter",8090,572761
2018,"Ji Man Choi","- - -",221,10,32,0.263157894,0.505263157,"Ji Man Choi",5452,596847
2015,"Matt Carpenter","STL",665,28,84,0.271777003,0.50522648,"Matt Carpenter",8090,572761
2019,"Shohei Ohtani","LAA",425,18,62,0.286458333,0.505208333,"Shohei Ohtani",19755,660271
2016,"Carlos González","COL",632,25,100,0.297945205,0.505136986,"Carlos Gonzalez",7287,471865
2015,"Khris Davis","MIL",440,27,66,0.247448979,0.50510204,"Khris Davis",9112,501981
2019,"Eric Thames","MIL",459,25,61,0.247474747,0.505050505,"Eric Thames",3711,519346
2020,"Ian Happ","CHC",231,12,28,0.257575757,0.505050505,"Ian Happ",17919,664023
2018,"Freddie Freeman","ATL",707,23,98,0.309061488,0.504854368,"Freddie Freeman",5361,518692
2016,"Tommy Joseph","PHI",347,21,47,0.257142857,0.504761904,"Tommy Joseph",10349,571830
2017,"Domingo Santana","MIL",607,30,85,0.278095238,0.504761904,"Domingo Santana",10348,570267
2016,"Hanley Ramirez","BOS",620,30,111,0.285974499,0.504553734,"Hanley Ramirez",8001,434670
2016,"Pedro Alvarez","BAL",376,22,49,0.24925816,0.504451038,"Pedro Alvarez",2495,476883
2022,"Kyle Schwarber","PHI",669,46,94,0.218370883,0.504332755,"Kyle Schwarber",16478,656941
2019,"Mike Tauchman","NYY",296,13,47,0.276923076,0.503846153,"Mike Tauchman",15274,643565
2018,"Hunter Renfroe","SDP",441,26,68,0.248138957,0.503722084,"Hunter Renfroe",15464,592669
2023,"Zack Gelof","OAK",300,14,32,0.266666666,0.503703703,"Zack Gelof",29766,680869
2017,"Edwin Encarnación","CLE",669,38,107,0.258122743,0.503610108,"Edwin Encarnacion",2151,429665
2023,"Pete Alonso","NYM",658,46,118,0.216549295,0.503521126,"Pete Alonso",19251,624413
2021,"Jorge Polanco","MIN",644,33,98,0.268707482,0.50340136,"Jorge Polanco",13152,593871
2021,"Freddie Freeman","ATL",695,31,83,0.3,0.503333333,"Freddie Freeman",5361,518692
2017,"Jonathan Schoop","BAL",675,32,105,0.292604501,0.503215434,"Jonathan Schoop",11265,570731
2019,"José Abreu","CHW",693,33,123,0.283911671,0.503154574,"Jose Abreu",15676,547989
2019,"Brett Gardner","NYY",550,28,74,0.250509164,0.503054989,"Brett Gardner",9927,458731
2019,"Bryan Reynolds","PIT",546,16,68,0.313645621,0.503054989,"Bryan Reynolds",19326,668804
2019,"Starling Marte","PIT",586,23,82,0.294990723,0.502782931,"Starling Marte",9241,516782
2020,"Jeimer Candelario","DET",206,7,29,0.297297297,0.502702702,"Jeimer Candelario",13621,600869
2019,"Michael Brantley","HOU",637,22,90,0.311304347,0.502608695,"Michael Brantley",4106,488726
2016,"Rougned Odor","TEX",632,33,88,0.27107438,0.502479338,"Rougned Odor",12282,596059
2020,"Xander Bogaerts","BOS",225,11,28,0.30049261,0.502463054,"Xander Bogaerts",12161,593428
2015,"José Abreu","CHW",668,30,101,0.290375203,0.502446982,"Jose Abreu",15676,547989
2015,"Manny Machado","BAL",713,35,86,0.285939968,0.502369668,"Manny Machado",11493,592518
2018,"Randal Grichuk","TOR",462,25,61,0.245283018,0.50235849,"Randal Grichuk",10243,545341
2015,"Andrés Blanco","PHI",261,7,25,0.291845493,0.502145922,"Andres Blanco",1907,433217
2018,"Charlie Blackmon","COL",696,29,70,0.290734824,0.501597444,"Charlie Blackmon",7859,453568
2017,"Yonder Alonso","- - -",521,28,67,0.266075388,0.501108647,"Yonder Alonso",2530,475174
2021,"Hunter Renfroe","BOS",572,31,96,0.259117082,0.500959692,"Hunter Renfroe",15464,592669
2016,"Jonathan Lucroy","- - -",544,24,81,0.291836734,0.5,"Jonathan Lucroy",7870,518960
2016,"David Dahl","COL",237,7,24,0.315315315,0.5,"David Dahl",13744,621311
2018,"Nick Castellanos","DET",678,23,89,0.298387096,0.5,"Nick Castellanos",11737,592206
2019,"Eddie Rosario","MIN",590,32,109,0.275800711,0.5,"Eddie Rosario",12155,592696
2019,"Ozzie Albies","ATL",702,24,86,0.2953125,0.5,"Ozzie Albies",16556,645277
2019,"Tommy Edman","STL",349,11,36,0.303680981,0.5,"Tommy Edman",19470,669242
2022,"Eloy Jiménez","CHW",327,16,54,0.294520547,0.5,"Eloy Jimenez",17484,650391
2023,"Patrick Wisdom","CHC",302,23,46,0.20522388,0.5,"Patrick Wisdom",13602,621550
2023,"Mitch Garver","TEX",344,19,50,0.27027027,0.5,"Mitch Garver",15161,641598
2023,"Rafael Devers","BOS",656,33,100,0.270689655,0.5,"Rafael Devers",17350,646240
2023,"Josh Lowe","TBR",501,20,83,0.291845493,0.5,"Josh Lowe",19953,666139
2016,"Jean Segura","ARI",694,20,64,0.318681318,0.49921507,"Jean Segura",5933,516416
2016,"Matt Kemp","- - -",672,35,108,0.268057784,0.499197431,"Matt Kemp",5631,461314
2016,"Kyle Seager","SEA",676,30,99,0.278056951,0.499162479,"Kyle Seager",9785,572122
2016,"Chris Carter","MIL",644,41,94,0.222222222,0.499089253,"Chris Carter",9911,474892
2018,"Gregory Polanco","PIT",535,23,81,0.253796095,0.498915401,"Gregory Polanco",12907,570256
2023,"Bryce Harper","PHI",546,21,72,0.29321663,0.498905908,"Bryce Harper",11579,547180
2021,"Buster Posey","SFG",454,18,56,0.303797468,0.498734177,"Buster Posey",9166,457763
2017,"Willson Contreras","CHC",428,21,74,0.275862068,0.49867374,"Willson Contreras",11609,575929
2016,"Carlos Santana","CLE",688,34,87,0.259450171,0.498281786,"Carlos Santana",2396,467793
2023,"Will Benson","CIN",329,11,31,0.275261324,0.498257839,"Will Benson",21853,666181
2016,"Adam Duvall","CIN",608,33,103,0.240942028,0.498188405,"Adam Duvall",10950,594807
2018,"Adalberto Mondesi","KCR",291,14,37,0.276363636,0.498181818,"Adalberto Mondesi",13769,609275
2018,"Franmil Reyes","SDP",285,16,31,0.279693486,0.498084291,"Franmil Reyes",14566,614177
2015,"Ryan Braun","MIL",568,25,84,0.28458498,0.498023715,"Ryan Braun",3410,460075
2017,"Brian Goodwin","WSN",278,13,30,0.250996015,0.498007968,"Brian Goodwin",12858,571718
2018,"Joey Gallo","TEX",577,40,92,0.206,0.498,"Joey Gallo",14128,608336
2015,"Jackie Bradley Jr.","BOS",255,10,43,0.248868778,0.497737556,"Jackie Bradley Jr.",12984,598265
2015,"Devon Travis","TOR",238,8,35,0.304147465,0.497695852,"Devon Travis",13862,581527
2015,"Todd Frazier","CIN",678,35,89,0.255250403,0.497576736,"Todd Frazier",785,453943
2017,"Brian Dozier","MIN",705,34,93,0.270664505,0.497568881,"Brian Dozier",9810,572821
2015,"AJ Pollock","ARI",673,20,76,0.315270935,0.497536945,"AJ Pollock",9256,572041
2016,"Chris Young","BOS",227,9,24,0.275862068,0.497536945,"Chris Young",3882,455759
2017,"Eric Hosmer","KCR",671,25,94,0.31840796,0.497512437,"Eric Hosmer",3516,543333
2020,"Anthony Rendon","LAA",232,9,31,0.285714285,0.497354497,"Anthony Rendon",12861,543685
2019,"Trea Turner","WSN",569,19,57,0.297504798,0.497120921,"Trea Turner",16252,607208
2021,"Nelson Cruz","- - -",584,32,86,0.265107212,0.497076023,"Nelson Cruz",2434,443558
2023,"Brandon Drury","LAA",523,26,83,0.26185567,0.496907216,"Brandon Drury",11615,592273
2015,"Maikel Franco","PHI",335,14,50,0.279605263,0.496710526,"Maikel Franco",12179,596748
2023,"Christian Walker","ARI",661,33,103,0.257731958,0.496563573,"Christian Walker",13419,572233
2017,"Lucas Duda","- - -",491,30,64,0.217494089,0.4964539,"Lucas Duda",2502,446263
2018,"Rhys Hoskins","PHI",660,34,96,0.245519713,0.49641577,"Rhys Hoskins",16472,656555
2018,"Bryce Harper","WSN",695,34,100,0.249090909,0.496363636,"Bryce Harper",11579,547180
2016,"Nick Castellanos","DET",447,18,58,0.284671532,0.496350364,"Nick Castellanos",11737,592206
2017,"Chris Taylor","LAD",568,21,72,0.287937743,0.496108949,"Chris Taylor",13757,621035
2016,"Wilson Ramos","WSN",523,22,80,0.307053941,0.495850622,"Wilson Ramos",1433,467092
2017,"Jake Marisnick","HOU",259,16,35,0.24347826,0.495652173,"Jake Marisnick",11339,545350
2016,"Adam Rosales","SDP",248,13,35,0.228971962,0.495327102,"Adam Rosales",9682,489267
2023,"Mickey Moniak","LAA",323,14,45,0.279742765,0.495176848,"Mickey Moniak",19956,666160
2021,"Will Smith","LAD",501,25,76,0.258454106,0.495169082,"Will Smith",19197,669257
2016,"Joc Pederson","LAD",476,25,68,0.246305418,0.495073891,"Joc Pederson",11899,592626
2016,"Jedd Gyorko","STL",438,30,59,0.2425,0.495,"Jedd Gyorko",10816,576397
2017,"Salvador Perez","KCR",499,27,80,0.267515923,0.494692144,"Salvador Perez",7304,521692
2016,"DJ LeMahieu","COL",635,11,66,0.347826086,0.494565217,"DJ LeMahieu",9874,518934
2023,"Bobby Witt Jr.","KCR",694,30,96,0.276131045,0.494539781,"Bobby Witt Jr.",25764,677951
2021,"Nolan Arenado","STL",653,34,105,0.254637436,0.494097807,"Nolan Arenado",9777,571448
2023,"Jose Siri","TBR",364,25,56,0.221893491,0.49408284,"Jose Siri",17452,642350
2018,"Didi Gregorius","NYY",569,27,86,0.267857142,0.494047619,"Didi Gregorius",6012,544369
2021,"Javier Báez","- - -",547,31,87,0.264940239,0.494023904,"Javier Baez",12979,595879
2021,"Bobby Dalbec","BOS",453,25,78,0.239808153,0.494004796,"Bobby Dalbec",19966,666915
2018,"Yasiel Puig","LAD",444,23,63,0.266666666,0.49382716,"Yasiel Puig",14225,624577
2019,"Cameron Maybin","NYY",269,11,32,0.284518828,0.493723849,"Cameron Maybin",5223,457727
2019,"Michael Conforto","NYM",648,33,92,0.256830601,0.493624772,"Michael Conforto",16376,624424
2015,"Stephen Piscotty","STL",256,7,39,0.30472103,0.493562231,"Stephen Piscotty",13367,572039
2021,"Xander Bogaerts","BOS",603,23,79,0.29489603,0.493383742,"Xander Bogaerts",12161,593428
2018,"Mitch Haniger","SEA",683,26,93,0.285234899,0.49328859,"Mitch Haniger",14274,571745
2018,"C.J. Cron","TBR",560,30,74,0.253493013,0.493013972,"C.J. Cron",12546,543068
2016,"Justin Turner","LAD",622,27,90,0.275179856,0.492805755,"Justin Turner",5235,457759
2019,"J.T. Realmuto","PHI",593,25,83,0.275092936,0.492565055,"J.T. Realmuto",11739,592663
2016,"Steve Pearce","- - -",302,13,35,0.287878787,0.492424242,"Steve Pearce",9957,456665
2022,"Nathaniel Lowe","TEX",645,27,76,0.301854974,0.492411467,"Nathaniel Lowe",19566,663993
2020,"Renato Núñez","BAL",216,12,31,0.256410256,0.492307692,"Renato Nunez",14503,600524
2022,"Brandon Drury","- - -",568,28,87,0.262548262,0.492277992,"Brandon Drury",11615,592273
2023,"Gary Sánchez","- - -",267,19,47,0.216666666,0.491666666,"Gary Sanchez",11442,596142
2022,"Hunter Renfroe","MIL",522,29,72,0.255274261,0.491561181,"Hunter Renfroe",15464,592669
2021,"Adam Duvall","- - -",555,38,113,0.228070175,0.49122807,"Adam Duvall",10950,594807
2022,"Teoscar Hernández","TOR",535,25,77,0.266533066,0.490981963,"Teoscar Hernandez",13066,606192
2015,"Justin Turner","LAD",439,16,60,0.293506493,0.49090909,"Justin Turner",5235,457759
2018,"Stephen Piscotty","OAK",605,27,88,0.267399267,0.49084249,"Stephen Piscotty",13367,572039
2017,"Mitch Haniger","SEA",410,16,47,0.281842818,0.490514905,"Mitch Haniger",14274,571745
2017,"José Pirela","SDP",344,10,40,0.288461538,0.490384615,"Jose Pirela",5485,517369
2020,"Pete Alonso","NYM",239,16,35,0.23076923,0.490384615,"Pete Alonso",19251,624413
2023,"Mike Trout","LAA",362,18,44,0.262987012,0.49025974,"Mike Trout",10155,545361
2021,"Avisaíl García","MIL",515,29,86,0.262472885,0.490238611,"Avisail Garcia",5760,541645
2017,"Nick Castellanos","DET",665,26,101,0.27198697,0.490228013,"Nick Castellanos",11737,592206
2019,"Stephen Vogt","SFG",280,10,40,0.262745098,0.490196078,"Stephen Vogt",5000,519390
2023,"Luke Raley","TBR",406,19,49,0.249299719,0.490196078,"Luke Raley",19354,670042
2015,"Enrique Hernández","LAD",218,7,22,0.306930693,0.490099009,"Enrique Hernandez",10472,571771
2017,"Corey Dickerson","TBR",629,27,62,0.282312925,0.489795918,"Corey Dickerson",10762,572816
2017,"Welington Castillo","BAL",365,20,53,0.281524926,0.48973607,"Welington Castillo",3256,456078
